Time,Well,Rhoo_SC,Qo_SC,Qg_SC,Qw_SC,Rs,Bo_inv,SGg,T_sep,P_sep,RGO,API,Bg,Bo,Components,N2,CO2,C1,C2,C3,iC4,nC4,iC5,nC5,nC6,nC7,nC8,nC9,nC10
2018-05-08,LL-90,875.4,,,,16.77,0.96,,317.42,1771189,,,,1.0416666666666667,,,,,,,,,,,,,,,
2018-08-03,LL-90,876.2,3568.93,782594.0,2.68,17.7,0.952,,315.95,1752555,,,,1.050420168067227,,0.7,15.83,66.11,8.96,4.85,0.71,1.31,0.29,0.4,0.3,0.24,0.15,0.15,
2018-09-27,LL-90,887.6,3536.43,786801.0,0.97,18.17,0.948,,314.2,1770000,,,,1.0548523206751055,,,,,,,,,,,,,,,
2018-12-04,LL-90,878.7,3488.96,784704.0,1.05,17.72,0.933,0.887,317.05,1806000,,,,1.0718113612004287,,0.71,15.63,65.55,8.95,4.95,0.76,1.51,0.35,0.46,0.32,0.27,0.27,0.2,0.07
2019-02-28,LL-90,889.0,3497.49,787406.0,1.75,18.12,0.935,0.858,316.5,1816000,,,,1.06951871657754,,0.72,15.94,66.79,8.81,4.71,0.68,1.22,0.24,0.31,0.2,0.16,0.12,0.07,0.03
2017-12-05,LL-97,867.0,4281.87,902586.0,5.79,16.6147,0.9652,,316.94,1834778,,,,1.0360547036883547,,,,,,,,,,,,,,,
2018-01-13,LL-97,877.7,4237.7,909581.0,1.59,17.79,0.95,,317.1,1785719,,,,1.0526315789473684,,,,,,,,,,,,,,,
2018-03-29,LL-97,891.1,4184.02,893031.0,2.09,18.95,0.953,,316.59,1792004,,,,1.0493179433368311,,,,,,,,,,,,,,,
2018-05-11,LL-97,883.5,4104.5,887075.0,2.05,19.17,0.948,,317.67,1713241,,,,1.0548523206751055,,0.62,15.5,59.33,9.58,6.75,1.21,2.5,0.69,0.99,0.98,1.0,0.56,0.29,
2018-08-06,LL-97,883.5,4049.58,930254.0,1.52,19.17,0.948,,316.17,1754779,,,,1.0548523206751055,,,,,,,,,,,,,,,
2018-09-24,LL-97,879.5,4043.57,886924.0,0.71,17.54,0.952,,317.36,1805641,,,,1.050420168067227,,0.72,14.47,65.85,8.94,5.0,0.82,1.58,0.37,0.6,0.54,0.47,0.32,0.32,
2018-11-30,LL-97,877.8,4038.58,924751.0,1.31,17.61,0.946,0.885,316.95,1804000,,,,1.0570824524312896,,0.72,16.99,65.1,8.72,4.75,0.73,1.35,0.27,0.43,0.34,0.26,0.16,0.1,0.08
2019-02-24,LL-97,878.7,3998.09,930789.0,2.8,18.29,0.945,0.878,317.95,1780000,,,,1.0582010582010584,,0.72,16.29,66.04,8.8,4.64,0.67,1.2,0.25,0.32,0.23,0.24,0.28,0.25,0.07
2018-08-17,LL-100,853.94,3335.98,877372.0,7.36,18.0662,0.964,,316.57,1752114,,,,1.037344398340249,,0.7,17.17,65.89,8.54,4.59,0.7,1.26,0.23,0.33,0.21,0.17,0.11,0.1,
2018-08-18,LL-100,853.94,3269.2,857062.0,5.81,18.0662,0.964,,316.26,1753955,,,,1.037344398340249,,0.7,17.17,65.89,8.54,4.59,0.7,1.26,0.23,0.33,0.21,0.17,0.11,0.1,
2018-09-28,LL-100,853.94,3201.81,859925.0,1.44,18.0662,0.964,,316.91,1806813,,,,1.037344398340249,,0.7,15.99,66.54,8.64,4.69,0.7,1.27,0.27,0.35,0.25,0.21,0.16,0.23,
2018-12-07,LL-100,866.5,3165.35,856776.0,0.63,16.4,0.953,0.868,318.05,1802000,,,,1.0493179433368311,,0.71,16.81,66.16,8.57,4.58,0.7,1.25,0.23,0.32,0.21,0.17,0.13,0.1,0.06
2019-03-01,LL-100,870.6,3103.1,857593.0,0.78,18.23,0.944,0.857,318.05,1800000,,,,1.0593220338983051,,0.71,16.89,66.45,8.6,4.56,0.68,1.21,0.24,0.29,0.18,0.11,0.05,0.02,0.01
2017-11-22,LL-102,876.6,3660.53,755095.0,7.7,17.35,0.955,0.862,313.45,1872000,206.280238107596,29.9191193246635,0.0578747520850007,1.0471204188481675,,0.63,16.26,66.58,8.92,4.65,0.65,1.16,0.24,0.28,0.17,0.14,0.12,0.12,0.08
2018-03-23,LL-102,876.5,3444.93,725705.0,23.59,17.79,0.956,0.996,317.75,1765000,210.658852284372,29.937535653166,0.0622253808514432,1.0460251046025104,,0.59,15.99,58.81,9.71,6.86,1.27,2.55,0.67,0.93,0.87,0.72,0.51,0.37,0.15
2018-08-05,LL-102,877.9,3493.78,773689.0,34.04,15.36,0.954,0.865,318.15,1750000,221.447543920911,29.6800888483882,0.0628377451816476,1.0482180293501049,,0.7,16.49,66.15,8.86,4.7,0.68,1.2,0.25,0.33,0.23,0.18,0.12,0.07,0.04
2018-12-10,LL-102,879.1,2528.08,577297.0,23.22,18.03,0.942,0.905,315.45,1820000,228.353928673143,29.460072801729,0.0599081429827209,1.0615711252653928,,0.67,16.75,64.53,8.75,4.83,0.76,1.43,0.3,0.47,0.42,0.43,0.32,0.21,0.13
2019-02-05,LL-102,877.8,2496.84,564570.0,23.95,18.5,0.941,0.935,315.15,1803000,226.113807853126,29.6984506721349,0.0604154895062326,1.0626992561105209,,0.66,16.76,63.26,8.53,4.96,0.84,1.67,0.43,0.72,0.82,0.72,0.34,0.17,0.12
2019-05-02,LL-102,873.4,3084.61,652553.0,42.21,17.73,0.947,0.854,316.95,1806000,211.551217171701,30.5105335470575,0.0606596254001246,1.0559662090813096,,0.7,16.9,66.49,8.78,4.58,0.64,1.13,0.19,0.23,0.13,0.1,0.07,0.04,0.02
2019-07-06,LL-102,873.4,3346.59,740935.0,60.48,17.73,0.947,0.855,315.05,1730000,221.399992230898,30.5105335470575,0.0629448343141421,1.0559662090813096,,0.7,17.06,66.33,8.82,4.53,0.65,1.14,0.21,0.26,0.15,0.07,0.04,0.03,0.01
