Time,Well,Rhoo_SC,Qo_SC,Qg_SC,Qw_SC,Rs,Bo_inv,SGg,T_sep,P_sep,N2,CO2,C1,C2,C3,iC4,nC4,iC5,nC5,nC6,nC7,nC8,nC9,nC10,Valid,PusChoke,TusChoke,u,DeltaPManifold,PdsSDV,Qgi,,
04-Jul-2019 15:00,RJS-680,858.3,3419.03,1223019,0.68,20.21,0.938,,315.33,1791785,,,,,,,,,,,,,,,,3296.829468,23.51282120,99.43668365,73.33717537,2182.359008,0,,
22-May-2017 14:00,LL-60,860.5,4321,1445509,8,18.43,0.945,0.891,299.15,1625000,0.74,21.41,63.79,7.63,3.79,0.55,0.99,0.22,0.27,0.2,0.17,0.12,0.08,0.04,1,4172.72085336538,23.5710946596586,99.9501424936148,107.897894052359,2242.29571063702,0,25.7,853.6
13-Oct-2017 17:00,LL-60,870.7,4211.59,1389916,2.63,21.7,0.941,0.922,312.15,1850000,0.65,18.88,61.83,9.01,5.48,0.84,1.6,0.32,0.39,0.22,0.18,0.23,0.26,0.11,1,3873.58772786458,23.3497411939833,100,94.4167921278212,2372.7763671875,0,26.6,860.5
10-Jan-2018 03:00,LL-60,858.9,4137.58,1406570,1.55,18.34,0.955,0.904,317.25,1792400,0.75,20.92,62.53,8.11,4.52,0.69,1.3,0.25,0.34,0.2,0.15,0.12,0.09,0.03,1,0,23.1163766649034,100,95.7596969604492,2326.57641601562,0,26.1,870.7
17-May-2018 14:30,LL-60,858,4053.12,1413977,2.03,19.56,0.945,0.917,312.65,1780000,0.74,19.9,62.72,8.15,4.54,0.71,1.31,0.31,0.42,0.35,0.34,0.28,0.16,0.07,1,3742.44851345486,22.674276775784,100,91.8158450656467,2288.22962782118,0,26.4,858.8
07-Aug-2018 09:00,LL-60,861.8,3994.3,1417713,1.1,17.26,0.944,0.901,318.15,1750000,0.74,20.11,63.14,8.19,4.53,0.69,1.25,0.27,0.35,0.23,0.17,0.13,0.11,0.09,1,3714.37025282118,22.4276811811659,100,91.8882446289062,2262.49997287326,0,26,858
25-Nov-2018 12:00,LL-60,857.8,3997.83,1438122,1.3,18.9,0.94,0.905,317.35,1760000,0.78,20.11,63.14,8.15,4.39,0.67,1.21,0.26,0.35,0.27,0.27,0.21,0.14,0.05,1,3755.81526692708,22.5378498501248,100,92.3151914808485,2311.38864474826,93.2961798773871,26.1,867.3
07-Feb-2019 12:00,LL-60,859.7,3972.78,1448270,0.6,15.95,0.94,1.013,317.15,1770000,0.68,19.88,57.52,8,5.54,1.19,2.64,0.79,1.29,1.05,0.79,0.41,0.14,0.08,0,3873.58772786458,23.3497411939833,100,94.4167921278212,2372.7763671875,0,29.2,857.8
23-Apr-2019 09:00,LL-60,863.9,3996.45,1476676,0.9,19.56,0.932,0.9,316.75,1735000,0.76,20.48,62.93,8.12,4.51,0.69,1.26,0.28,0.36,0.24,0.18,0.11,0.06,0.02,1,3838.1838921441,21.9946284823947,100,101.3896484375,2343.35856119792,0,26,859.7
03-Jul-2019 15:00,LL-60,865,3932.49,1549271,0.79,20.75,0.932,0.892,315.55,1758000,0.77,20.5,63.29,8.11,4.44,0.67,1.21,0.25,0.32,0.19,0.12,0.06,0.04,0.03,1,3888.70353190104,21.33904393514,100,98.6299158732096,2373.6403266059,0,25.7,863.9
15-Aug-2017 22:00,LL-69,848.94,4267.91,811623,2.14,15.5719,0.9674,0.86,314.15,1921000,0.68,16.19,66.67,8.94,4.56,0.63,1.14,0.23,0.28,0.19,0.19,0.16,0.11,0.03,1,3268.88823784722,35.2619205050998,99.913330078125,60.092291937934,2190.32248263889,0,24.8,848.94
21-Dec-2017 15:00,LL-69,879.7,4054.01,822933,5.28,15.98,0.958,0.935,313.65,1765000,0.66,15.13,63.25,9,5.45,0.95,2,0.62,0.93,0.78,0.63,0.38,0.15,0.07,0,10.5595192379422,35.292226155599,99.9244367811415,61.9632487826877,2092.78797743056,0,27,886.6
10-Mar-2018 01:00,LL-69,882.3,3984.51,794521,1.99,18.44,0.952,0.87,314.15,1804000,0.72,16.13,66.35,8.82,4.61,0.67,1.21,0.22,0.33,0.27,0.28,0.23,0.11,0.05,1,0,26.3764504326714,0.109705059064759,59.0088310241699,2105.26901584201,0,25.1,879.7
04-Aug-2018 12:00,LL-69,889.5,3904.52,829713,3.13,17.12,0.949,0.959,318.15,1750000,0.66,15.1,62.75,8.98,5.44,0.94,1.91,0.57,0.85,0.89,0.76,0.5,0.51,0.14,0,2981.14039370888,28.5821031269274,100,52.9909294529965,2084.33159436678,0,27.6,870.5
27-Nov-2018 00:00,LL-69,881.5,3869.14,833025,0.97,16.8,0.952,0.866,318.15,1805000,0.71,15.7,66.69,8.95,4.63,0.66,1.19,0.25,0.33,0.25,0.21,0.18,0.17,0.08,1,2870.81358506944,28.9272049797906,100,50.4721289740668,1995.52977159288,0,25,878.2
09-Feb-2019 13:30,LL-69,885.7,3832.63,834308,0.48,19.11,0.929,0.89,317.35,1798000,1.13,16.21,64.88,8.73,4.86,0.76,1.43,0.29,0.45,0.37,0.35,0.23,0.13,0.08,1,3027.05645073785,34.0255542331272,99.9251157972548,55.7020632425944,2076.39105902778,0,25.7,881.5
04-May-2019 09:00,LL-69,883.2,3805.22,789880,0.76,16.09,0.944,0.883,316.45,1808000,0.7,16.3,65.48,8.85,4.81,0.73,1.39,0.31,0.43,0.36,0.24,0.21,0.12,0.07,1,3024.55406358507,33.7760683695475,100,54.5742577446832,2107.69940863715,0,25.5,881.5
02-Mar-2018 14:00,LL-90,838.2,3737.69,784213,7.49,16.6147,0.9652,,314.68,1808946,0.72,16.65,66.17,8.76,4.58,0.65,1.16,0.21,0.3,0.23,0.25,0.18,0.14,,1,2879.71411132812,29.1146655612522,100,48.2406226264106,2047.27258300781,0,27.000148874,838.2
08-May-2018 16:15,LL-90,875.4,,,,16.77,0.96,,317.42,1771189,,,,,,,,,,,,,,,,2871.38614908854,29.3679161071777,100,51.6296424865723,2028.81495496962,0,27.000148874,875.4
03-Aug-2018 12:00,LL-90,876.2,3568.93,782594,2.68,17.7,0.952,,315.95,1752555,0.7,15.83,66.11,8.96,4.85,0.71,1.31,0.29,0.4,0.3,0.24,0.15,0.15,,1,2871.38614908854,29.3679161071777,100,51.6296424865723,2028.81495496962,0,27.000148874,876.2
27-Sep-2018 13:30,LL-90,887.6,3536.43,786801,0.97,18.17,0.948,,314.2,1770000,,,,,,,,,,,,,,,,2887.22368706597,29.4271943834093,100,48.2076699998644,2047.44584147135,0,25.136001848,887.6
04-Dec-2018 17:00,LL-90,878.7,3488.96,784704,1.05,17.72,0.933,0.887,317.05,1806000,0.71,15.63,65.55,8.95,4.95,0.76,1.51,0.35,0.46,0.32,0.27,0.27,0.2,0.07,1,2887.22368706597,29.4271943834093,100,48.2076699998644,2047.44584147135,0,25.136001848,878.7
28-Feb-2019 03:00,LL-90,889,3497.49,787406,1.75,18.12,0.935,0.858,316.5,1816000,0.72,15.94,66.79,8.81,4.71,0.68,1.22,0.24,0.31,0.2,0.16,0.12,0.07,0.03,1,2891.48247612847,29.1435727013482,100,48.4904407925076,2053.52785915799,0,25.6,889
05-Dec-2017 06:00,LL-97,867,4281.87,902586,5.79,16.6147,0.9652,,316.94,1834778,,,,,,,,,,,,,,,,3089.46367730035,33.1915757921007,100,48.4912236531576,2044.2861735026,165.093432956272,28.596883534,867
13-Jan-2018 12:00,LL-97,877.7,4237.7,909581,1.59,17.79,0.95,,317.1,1785719,,,,,,,,,,,,,,,,3156.47941080729,34.3545994228787,100,69.0090357462565,2149.8115234375,0,28.596883534,877.7
29-Mar-2018 13:00,LL-97,891.1,4184.02,893031,2.09,18.95,0.953,,316.59,1792004,,,,,,,,,,,,,,,,0,34.2332606845432,100,67.3892890082465,2150.52658420139,0,28.596883534,891.1
11-May-2018 16:00,LL-97,883.5,4104.5,887075,2.05,19.17,0.948,,317.67,1713241,0.62,15.5,59.33,9.58,6.75,1.21,2.5,0.69,0.99,0.98,1,0.56,0.29,,1,3101.66707356771,33.9986936781142,100,66.7593493991428,2118.94354926215,0,28.596883534,883.5
06-Aug-2018 12:00,LL-97,883.5,4049.58,930254,1.52,19.17,0.948,,316.17,1754779,,,,,,,,,,,,,,,,3061.98117404514,33.4168099297418,100,66.1012225680881,2087.28729926215,0,28.596883534,883.5
24-Sep-2018 10:30,LL-97,879.5,4043.57,886924,0.71,17.54,0.952,,317.36,1805641,0.72,14.47,65.85,8.94,5,0.82,1.58,0.37,0.6,0.54,0.47,0.32,0.32,,1,3091.62638346354,33.3323728773329,100,64.09253777398,2136.51974826389,0,28.596883534,879.5
30-Nov-2018 17:00,LL-97,877.8,4038.58,924751,1.31,17.61,0.946,0.885,316.95,1804000,0.72,16.99,65.1,8.72,4.75,0.73,1.35,0.27,0.43,0.34,0.26,0.16,0.1,0.08,1,3088.69967990451,33.3033968607585,100,64.4531504313151,2137.45290798611,165.221372816298,25.833876178,877.8
24-Feb-2019 15:30,LL-97,878.7,3998.09,930789,2.8,18.29,0.945,0.878,317.95,1780000,0.72,16.29,66.04,8.8,4.64,0.67,1.2,0.25,0.32,0.23,0.24,0.28,0.25,0.07,1,3072.39157443576,33.4986228942871,100,63.9450327555339,2131.86691623264,86.7370902167426,25.5,878.7
17-Aug-2018 01:00,LL-100,853.94,3335.98,877372,7.36,18.0662,0.964,,316.57,1752114,0.7,17.17,65.89,8.54,4.59,0.7,1.26,0.23,0.33,0.21,0.17,0.11,0.1,,1,2775.48136393229,20.550074895223,100,51.6720496283637,2011.86683485243,0,25.413730078,853.94
18-Aug-2018 19:00,LL-100,853.94,3269.2,857062,5.81,18.0662,0.964,,316.26,1753955,0.7,17.17,65.89,8.54,4.59,0.7,1.26,0.23,0.33,0.21,0.17,0.11,0.1,,1,2741.32877604167,22.2140695783827,100,49.6555264790853,1999.8847249349,0,25.413730078,853.94
28-Sep-2018 16:00,LL-100,853.94,3201.81,859925,1.44,18.0662,0.964,,316.91,1806813,0.7,15.99,66.54,8.64,4.69,0.7,1.27,0.27,0.35,0.25,0.21,0.16,0.23,,1,2757.77818467882,23.1501835717095,100,47.5922410753038,2041.63829210069,0,25.063318982,853.94
07-Dec-2018 10:30,LL-100,866.5,3165.35,856776,0.63,16.4,0.953,0.868,318.05,1802000,0.71,16.81,66.16,8.57,4.58,0.7,1.25,0.23,0.32,0.21,0.17,0.13,0.1,0.06,1,2761.63411458333,23.4236975775825,100,48.2022065056695,2038.47892252604,6.57512611813015,25.06993993,866.5
01-Mar-2019 13:00,LL-100,870.6,3103.1,857593,0.78,18.23,0.944,0.857,318.05,1800000,0.71,16.89,66.45,8.6,4.56,0.68,1.21,0.24,0.29,0.18,0.11,0.05,0.02,0.01,2,2747.25330946181,23.4156975216336,100,47.3604871961806,2037.6490749783,6.44541851679484,25.1,870.6
22-Nov-2017 13:30,LL-102,876.6,3660.53,755095,7.7,17.35,0.955,0.862,313.45,1872000,0.63,16.26,66.58,8.92,4.65,0.65,1.16,0.24,0.28,0.17,0.14,0.12,0.12,0.08,1,2884.66636827257,27.5827147165934,99.990729437934,50.8515417310927,2041.33473036024,0,24.9,835.88
23-Mar-2018 01:30,LL-102,876.5,3444.93,725705,23.59,17.79,0.956,0.996,317.75,1765000,0.59,15.99,58.81,9.71,6.86,1.27,2.55,0.67,0.93,0.87,0.72,0.51,0.37,0.15,0,2819.98091264205,29.6582710959695,99.9827152598988,46.7272682189941,2040.31531871449,0,28.7,880
05-Aug-2018 12:00,LL-102,877.9,3493.78,773689,34.04,15.36,0.954,0.865,318.15,1750000,0.7,16.49,66.15,8.86,4.7,0.68,1.2,0.25,0.33,0.23,0.18,0.12,0.07,0.04,1,2818.22222222222,29.7863699595133,100,49.1019282870822,1992.36949327257,0,25,877.3
10-Dec-2018 15:30,LL-102,879.1,2528.08,577297,23.22,18.03,0.942,0.905,315.45,1820000,0.67,16.75,64.53,8.75,4.83,0.76,1.43,0.3,0.47,0.42,0.43,0.32,0.21,0.13,1,8703.77907986111,32.198486328125,28.7411200205485,27.8331178029378,1925.44312879774,32.2975849575467,26.1,877.5
05-Feb-2019 18:00,LL-102,877.8,2496.84,564570,23.95,18.5,0.941,0.935,315.15,1803000,0.66,16.76,63.26,8.53,4.96,0.84,1.67,0.43,0.72,0.82,0.72,0.34,0.17,0.12,1,8794.46104600695,32.7016381157769,28.7137152353923,28.0926719241672,1923.39860026042,31.9342532687717,24.7,877.8
02-May-2019 12:30,LL-102,873.4,3084.61,652553,42.21,17.73,0.947,0.854,316.95,1806000,0.7,16.9,66.49,8.78,4.58,0.64,1.13,0.19,0.23,0.13,0.1,0.07,0.04,0.02,1,4927.68858506944,31.1672246721056,40.0126016404894,40.2959844801161,2011.01871744792,31.7695047590468,27,879.1
05-Jul-2019 22:00,LL-102,873.4,3346.59,740935,60.48,17.73,0.947,0.855,315.05,1730000,0.7,17.06,66.33,8.82,4.53,0.65,1.14,0.21,0.26,0.15,0.07,0.04,0.03,0.01,1,2783.17966037326,28.447149488661,99.9855355156793,46.2403551737467,2015.63197157118,32.2247475518121,24.7,873.4
