Time;Well;Ql;Qo;Qg;Qw;PusChoke;TusChoke;u_BDO;DeltaPManifold;PdsSDV;Qgi;u_BTP;GasMolecularWeightSuite;OilDensitySCSuite;GasOilRatioSuite;BasicSedimentWaterSuite;valveCoefficient_gpm;DataDoBTP
02-Jan-2019;RJS680;2749.09;2740.85;;;8472.1630859375;31.5092209625244;32.3814574432373;175.806030273438;1941.55139811198;0;99.1722276475694;27.701218912;858;346.297031900787;0.000251124218886877;227.895061934205;12-Dec-2018
02-Jan-2019;LL60;3226.53;3225.57;;;9627.3073046875;30.1283209991455;30.9703704833984;175.806030273438;1941.55139811198;0;100;26.1;867.3;359.725651165757;0.000325070702877876;228.294650172314;25-Nov-2018
02-Jan-2019;LL69;3889.47;3888.7;;;2925.9991015625;33.9209037780762;100;175.806030273438;1941.55139811198;0;100;25;878.2;215.299782380581;0.000250638870729773;220.645449870447;27-Nov-2018
02-Jan-2019;LL90;3498.42;3494.93;;;2863.10055664063;29.5358873748779;100;175.806030273438;1941.55139811198;0;100;25.136001848;878.7;224.910575071081;0.00030085873679445;206.783682426749;04-Dec-2018
02-Jan-2019;LL97;4046.7;4045.49;;;3073.69184570313;33.2988162231445;100;175.806030273438;1941.55139811198;86.9775509643555;100;25.833876178;877.8;228.979245180237;0.000324266254774264;241.35804577734;30-Nov-2018
02-Jan-2019;LL100;3177.03;3170.68;;;2803.18348632813;23.6449844360352;100;175.806030273438;1941.55139811198;7.69461498260498;100;25.06993993;866.5;270.673385249656;0.000198990517943891;226.653084337857;07-Dec-2018
02-Jan-2019;LL102;2223.87;2201.64;;;10026.4873046875;32.1835551452637;25.023461227417;23.2198836517334;1882.83814453125;32.826389541626;100;25;877.3;221.447543920911;0.00964901837395332;210.015735066354;05-Aug-2018
02-Feb-2019;RJS680;1327.57;1323.59;;;13392.1185546875;31.6291929626465;20.259603843689;156.823146362305;1965.10440917969;0;99.1722276475694;27.701218912;858;346.297031900787;0.000251124218886877;227.895061934205;12-Dec-2018
02-Feb-2019;LL60;3369.37;3368.36;;;9439.2946875;29.8401835632324;31.7566059112549;156.823146362305;1965.10440917969;0;100;26.1;867.3;359.725651165757;0.000325070702877876;228.294650172314;25-Nov-2018
02-Feb-2019;LL69;3969.81;3969.02;;;2894.28071289063;33.6631942749023;100;156.823146362305;1965.10440917969;0;100;25;878.2;215.299782380581;0.000250638870729773;220.645449870447;27-Nov-2018
